0,1,2,3,4,5,6
04/01/2000,08/01/2000,4,-2.37,-6.05,-1.51,-1.74
10/01/2000,08/01/2001,10,-1.14,-5.44,-0.54,-0.56
01/01/2003,06/01/2003,5,-1.5,-4.31,-0.86,-0.97
02/01/2004,05/01/2004,3,-1.01,-1.67,-0.56,-0.38
09/01/2004,11/01/2004,2,-1.61,-2.54,-1.27,-1.27
04/01/2005,09/01/2005,5,-1.68,-5.32,-1.06,-1.2
02/01/2006,05/01/2006,3,-1.82,-2.7,-0.9,-0.52
07/01/2006,11/01/2006,4,-1.5,-3.88,-0.97,-1.09
12/01/2008,04/01/2009,4,-1.08,-2.89,-0.72,-0.77
04/01/2012,09/01/2012,5,-2.86,-10.24,-2.05,-1.87
02/01/2014,12/01/2014,10,-2.31,-14.21,-1.42,-1.39
04/01/2015,06/01/2015,2,-1.13,-1.18,-0.59,-0.59
10/01/2015,11/01/2015,1,-1.48,-1.48,-1.48,-1.48
12/01/2016,04/01/2017,4,-2.1,-6.32,-1.58,-1.6
08/01/2017,02/01/2018,6,-2.94,-11.42,-1.9,-1.64
06/01/2023,08/01/2023,2,-2.14,-3.04,-1.52,-1.52
11/01/2023,01/01/2024,2,-1.73,-3.05,-1.53,-1.53
