0,1,2,3
-2.8,1,0.34,2.08
-2.7,1,0.34,4.17
-2.5,1,0.34,6.25
-2.4,2,0.68,8.33
-2.1,2,0.68,10.42
-2.0,1,0.34,12.5
-1.9,4,1.37,14.58
-1.8,1,0.34,16.67
-1.7,3,1.03,18.75
-1.6,4,1.37,20.83
-1.5,3,1.03,22.92
-1.4,9,3.08,25.0
-1.3,3,1.03,27.08
-1.2,2,0.68,29.17
-1.1,6,2.05,31.25
-1.0,13,4.45,33.33
-0.9,7,2.4,35.42
-0.8,6,2.05,37.5
-0.7,5,1.71,39.58
-0.6,8,2.74,41.67
-0.5,12,4.11,43.75
-0.4,13,4.45,45.83
-0.3,9,3.08,47.92
-0.2,13,4.45,50.0
-0.1,14,4.79,52.08
0.0,4,1.37,54.17
0.1,8,2.74,56.25
0.2,11,3.77,58.33
0.3,13,4.45,60.42
0.4,12,4.11,62.5
0.5,9,3.08,64.58
0.6,5,1.71,66.67
0.7,8,2.74,68.75
0.8,4,1.37,70.83
0.9,16,5.48,72.92
1.0,11,3.77,75.0
1.1,14,4.79,77.08
1.2,5,1.71,79.17
1.3,5,1.71,81.25
1.4,4,1.37,83.33
1.5,8,2.74,85.42
1.6,3,1.03,87.5
1.7,2,0.68,89.58
1.8,2,0.68,91.67
1.9,1,0.34,93.75
2.0,2,0.68,95.83
2.1,1,0.34,97.92
2.3,1,0.34,100.0
