0,1,2,3
-99.0,5,1.71,2.08
-2.6,1,0.34,4.17
-2.4,1,0.34,6.25
-2.3,1,0.34,8.33
-2.2,3,1.03,10.42
-2.1,1,0.34,12.5
-2.0,3,1.03,14.58
-1.8,2,0.68,16.67
-1.7,2,0.68,18.75
-1.6,2,0.68,20.83
-1.5,4,1.37,22.92
-1.4,5,1.71,25.0
-1.3,1,0.34,27.08
-1.2,8,2.74,29.17
-1.1,9,3.08,31.25
-1.0,5,1.71,33.33
-0.9,9,3.08,35.42
-0.8,13,4.45,37.5
-0.7,10,3.42,39.58
-0.6,10,3.42,41.67
-0.5,8,2.74,43.75
-0.4,15,5.14,45.83
-0.3,11,3.77,47.92
-0.2,10,3.42,50.0
-0.1,7,2.4,52.08
0.0,12,4.11,54.17
0.1,11,3.77,56.25
0.2,7,2.4,58.33
0.3,5,1.71,60.42
0.4,12,4.11,62.5
0.5,10,3.42,64.58
0.6,8,2.74,66.67
0.7,13,4.45,68.75
0.8,5,1.71,70.83
0.9,6,2.05,72.92
1.0,8,2.74,75.0
1.1,8,2.74,77.08
1.2,3,1.03,79.17
1.3,7,2.4,81.25
1.4,5,1.71,83.33
1.5,6,2.05,85.42
1.6,8,2.74,87.5
1.7,1,0.34,89.58
1.8,3,1.03,91.67
1.9,5,1.71,93.75
2.0,1,0.34,95.83
2.1,1,0.34,97.92
2.2,1,0.34,100.0
