0,1,2,3
-99.0,2,0.69,2.13
-2.4,1,0.35,4.26
-2.3,3,1.04,6.38
-2.2,1,0.35,8.51
-2.1,2,0.69,10.64
-2.0,1,0.35,12.77
-1.9,2,0.69,14.89
-1.7,3,1.04,17.02
-1.6,2,0.69,19.15
-1.5,5,1.74,21.28
-1.4,5,1.74,23.4
-1.3,4,1.39,25.53
-1.2,8,2.78,27.66
-1.1,9,3.12,29.79
-1.0,5,1.74,31.91
-0.9,4,1.39,34.04
-0.8,8,2.78,36.17
-0.7,12,4.17,38.3
-0.6,14,4.86,40.43
-0.5,8,2.78,42.55
-0.4,13,4.51,44.68
-0.3,7,2.43,46.81
-0.2,8,2.78,48.94
-0.1,15,5.21,51.06
0.0,13,4.51,53.19
0.1,12,4.17,55.32
0.2,8,2.78,57.45
0.3,12,4.17,59.57
0.4,10,3.47,61.7
0.5,11,3.82,63.83
0.6,10,3.47,65.96
0.7,8,2.78,68.09
0.8,5,1.74,70.21
0.9,3,1.04,72.34
1.0,8,2.78,74.47
1.1,5,1.74,76.6
1.2,6,2.08,78.72
1.3,3,1.04,80.85
1.4,3,1.04,82.98
1.5,5,1.74,85.11
1.6,5,1.74,87.23
1.7,2,0.69,89.36
1.8,5,1.74,91.49
1.9,8,2.78,93.62
2.0,1,0.35,95.74
2.2,2,0.69,97.87
2.3,1,0.35,100.0
