0,1,2,3,4,5,6
09/01/2004,10/01/2004,1,-1.12,-1.12,-1.12,-1.12
03/01/2005,08/01/2005,5,-2.63,-7.84,-1.57,-2.02
12/01/2005,03/01/2006,3,-2.1,-3.41,-1.14,-1.28
05/01/2006,12/01/2006,7,-1.33,-5.16,-0.74,-0.76
08/01/2007,09/01/2007,1,-1.81,-1.81,-1.81,-1.81
01/01/2009,02/01/2009,1,-1.94,-1.94,-1.94,-1.94
10/01/2010,11/01/2010,1,-2.36,-2.36,-2.36,-2.36
01/01/2011,02/01/2011,1,-1.41,-1.41,-1.41,-1.41
07/01/2011,08/01/2011,1,-1.3,-1.3,-1.3,-1.3
10/01/2011,11/01/2011,1,-1.25,-1.25,-1.25,-1.25
01/01/2012,02/01/2012,1,-1.36,-1.36,-1.36,-1.36
05/01/2012,10/01/2012,5,-1.88,-6.09,-1.22,-1.66
01/01/2014,04/01/2014,3,-1.93,-4.33,-1.44,-1.31
03/01/2015,05/01/2015,2,-1.02,-1.64,-0.82,-0.82
10/01/2015,11/01/2015,1,-1.19,-1.19,-1.19,-1.19
06/01/2016,07/01/2016,1,-1.2,-1.2,-1.2,-1.2
02/01/2017,04/01/2017,2,-1.98,-2.05,-1.03,-1.03
09/01/2017,10/01/2017,1,-1.82,-1.82,-1.82,-1.82
11/01/2017,01/01/2018,2,-1.83,-3.53,-1.77,-1.77
04/01/2018,05/01/2018,1,-2.38,-2.38,-2.38,-2.38
07/01/2018,08/01/2018,1,-1.02,-1.02,-1.02,-1.02
08/01/2020,11/01/2020,3,-1.61,-2.37,-0.79,-0.4
12/01/2020,01/01/2021,1,-1.18,-1.18,-1.18,-1.18
08/01/2021,09/01/2021,1,-1.5,-1.5,-1.5,-1.5
04/01/2023,07/01/2023,3,-2.54,-6.5,-2.17,-2.0
