0,1,2,3,4,5,6
11/01/2002,09/01/2003,10,-2.63,-13.25,-1.32,-1.38
08/01/2005,03/01/2007,19,-1.16,-13.08,-0.69,-0.73
03/01/2011,06/01/2011,3,-2.2,-3.91,-1.3,-1.19
07/01/2012,02/01/2013,7,-1.48,-7.15,-1.02,-1.13
11/01/2013,09/01/2014,10,-2.06,-10.62,-1.06,-1.08
04/01/2015,06/01/2015,2,-2.01,-3.04,-1.52,-1.52
06/01/2016,12/01/2016,6,-1.57,-3.41,-0.57,-0.27
02/01/2017,04/01/2017,2,-1.79,-2.76,-1.38,-1.38
04/01/2018,12/01/2018,8,-1.42,-8.43,-1.05,-1.24
10/01/2022,02/01/2023,4,-1.14,-3.55,-0.89,-0.89
06/01/2023,04/01/2024,10,-2.29,-16.78,-1.68,-1.7
