0,1,2,3,4,5,6
06/01/2016,08/01/2016,2,-1.55,-2.28,-1.14,-1.14
12/01/2017,02/01/2018,2,-1.98,-3.93,-1.97,-1.97
03/01/2018,08/01/2018,5,-2.06,-6.38,-1.28,-1.36
08/01/2020,09/01/2020,1,-2.03,-2.03,-2.03,-2.03
10/01/2020,11/01/2020,1,-1.59,-1.59,-1.59,-1.59
02/01/2021,04/01/2021,2,-1.19,-1.43,-0.72,-0.72
09/01/2021,10/01/2021,1,-1.06,-1.06,-1.06,-1.06
01/01/2022,04/01/2022,3,-1.31,-1.85,-0.62,-0.36
08/01/2022,11/01/2022,3,-1.13,-2.76,-0.92,-0.88
05/01/2023,07/01/2023,2,-1.63,-2.8,-1.4,-1.4
09/01/2023,12/01/2023,3,-1.41,-2.91,-0.97,-1.08
02/01/2024,04/01/2024,2,-1.41,-2.39,-1.19,-1.19
