0,1,2,3
-99.0,2,0.69,2
-3.2,1,0.35,4
-2.9,1,0.35,6
-2.6,2,0.69,8
-2.2,1,0.35,10
-2.0,4,1.39,12
-1.9,3,1.04,14
-1.8,2,0.69,16
-1.7,2,0.69,18
-1.6,2,0.69,20
-1.5,6,2.08,22
-1.4,1,0.35,24
-1.3,2,0.69,26
-1.2,8,2.78,28
-1.1,6,2.08,30
-1.0,8,2.78,32
-0.9,3,1.04,34
-0.8,12,4.17,36
-0.7,9,3.12,38
-0.6,8,2.78,40
-0.5,14,4.86,42
-0.4,9,3.12,44
-0.3,14,4.86,46
-0.2,5,1.74,48
-0.1,8,2.78,50
0.0,8,2.78,52
0.1,12,4.17,54
0.2,12,4.17,56
0.3,13,4.51,58
0.4,18,6.25,60
0.5,5,1.74,62
0.6,15,5.21,64
0.7,7,2.43,66
0.8,9,3.12,68
0.9,9,3.12,70
1.0,11,3.82,72
1.1,7,2.43,74
1.2,4,1.39,76
1.3,3,1.04,78
1.4,2,0.69,80
1.5,1,0.35,82
1.6,4,1.39,84
1.7,4,1.39,86
1.8,1,0.35,88
1.9,2,0.69,90
2.0,1,0.35,92
2.1,3,1.04,94
2.2,1,0.35,96
2.3,1,0.35,98
2.4,2,0.69,100
