0,1,2,3
-99.0,11,5.09,2.44
-1.9,5,2.31,4.88
-1.8,1,0.46,7.32
-1.7,5,2.31,9.76
-1.6,3,1.39,12.2
-1.5,4,1.85,14.63
-1.4,6,2.78,17.07
-1.3,5,2.31,19.51
-1.2,4,1.85,21.95
-1.1,2,0.93,24.39
-1.0,4,1.85,26.83
-0.9,6,2.78,29.27
-0.8,2,0.93,31.71
-0.7,5,2.31,34.15
-0.6,16,7.41,36.59
-0.5,9,4.17,39.02
-0.4,2,0.93,41.46
-0.3,8,3.7,43.9
-0.2,2,0.93,46.34
-0.1,4,1.85,48.78
0.0,7,3.24,51.22
0.1,9,4.17,53.66
0.2,11,5.09,56.1
0.3,6,2.78,58.54
0.4,11,5.09,60.98
0.5,12,5.56,63.41
0.6,7,3.24,65.85
0.7,5,2.31,68.29
0.8,2,0.93,70.73
0.9,3,1.39,73.17
1.0,4,1.85,75.61
1.1,3,1.39,78.05
1.2,5,2.31,80.49
1.3,3,1.39,82.93
1.4,4,1.85,85.37
1.5,5,2.31,87.8
1.6,2,0.93,90.24
1.7,3,1.39,92.68
1.8,4,1.85,95.12
1.9,5,2.31,97.56
2.0,1,0.46,100.0
