0,1,2,3
-99.0,11,16.18,3.45
-1.8,1,1.47,6.9
-1.5,1,1.47,10.34
-1.4,4,5.88,13.79
-1.3,2,2.94,17.24
-1.2,3,4.41,20.69
-1.0,1,1.47,24.14
-0.9,1,1.47,27.59
-0.6,4,5.88,31.03
-0.5,2,2.94,34.48
-0.4,4,5.88,37.93
-0.3,3,4.41,41.38
-0.2,1,1.47,44.83
0.0,4,5.88,48.28
0.1,3,4.41,51.72
0.2,3,4.41,55.17
0.3,2,2.94,58.62
0.4,3,4.41,62.07
0.6,1,1.47,65.52
0.7,1,1.47,68.97
0.8,1,1.47,72.41
1.1,1,1.47,75.86
1.2,2,2.94,79.31
1.3,1,1.47,82.76
1.5,1,1.47,86.21
1.6,2,2.94,89.66
1.7,2,2.94,93.1
1.8,2,2.94,96.55
1.9,1,1.47,100.0
