0,1,2,3
-99.0,2,2.53,2.94
-2.0,3,3.8,5.88
-1.9,1,1.27,8.82
-1.8,2,2.53,11.76
-1.6,1,1.27,14.71
-1.4,3,3.8,17.65
-1.3,2,2.53,20.59
-1.2,3,3.8,23.53
-1.1,1,1.27,26.47
-0.9,1,1.27,29.41
-0.7,2,2.53,32.35
-0.6,2,2.53,35.29
-0.5,2,2.53,38.24
-0.4,1,1.27,41.18
-0.3,4,5.06,44.12
-0.2,3,3.8,47.06
-0.1,3,3.8,50.0
0.0,1,1.27,52.94
0.1,3,3.8,55.88
0.2,3,3.8,58.82
0.3,3,3.8,61.76
0.4,6,7.59,64.71
0.6,5,6.33,67.65
0.7,3,3.8,70.59
0.8,4,5.06,73.53
0.9,4,5.06,76.47
1.1,2,2.53,79.41
1.2,2,2.53,82.35
1.3,2,2.53,85.29
1.4,1,1.27,88.24
1.5,1,1.27,91.18
1.7,1,1.27,94.12
1.8,1,1.27,97.06
2.0,1,1.27,100.0
