0,1,2,3
-99.0,2,0.68,2.08
-2.5,2,0.68,4.17
-2.4,2,0.68,6.25
-2.3,1,0.34,8.33
-2.2,2,0.68,10.42
-1.9,1,0.34,12.5
-1.8,4,1.37,14.58
-1.7,6,2.05,16.67
-1.6,3,1.03,18.75
-1.5,2,0.68,20.83
-1.4,6,2.05,22.92
-1.3,5,1.71,25.0
-1.2,5,1.71,27.08
-1.1,5,1.71,29.17
-1.0,4,1.37,31.25
-0.9,6,2.05,33.33
-0.8,11,3.77,35.42
-0.7,6,2.05,37.5
-0.6,9,3.08,39.58
-0.5,15,5.14,41.67
-0.4,8,2.74,43.75
-0.3,6,2.05,45.83
-0.2,17,5.82,47.92
-0.1,10,3.42,50.0
0.0,7,2.4,52.08
0.1,14,4.79,54.17
0.2,17,5.82,56.25
0.3,15,5.14,58.33
0.4,12,4.11,60.42
0.5,12,4.11,62.5
0.6,10,3.42,64.58
0.7,6,2.05,66.67
0.8,6,2.05,68.75
0.9,10,3.42,70.83
1.0,3,1.03,72.92
1.1,7,2.4,75.0
1.2,3,1.03,77.08
1.3,3,1.03,79.17
1.4,5,1.71,81.25
1.5,2,0.68,83.33
1.6,1,0.34,85.42
1.7,5,1.71,87.5
1.8,6,2.05,89.58
1.9,5,1.71,91.67
2.0,2,0.68,93.75
2.4,1,0.34,95.83
2.5,1,0.34,97.92
2.6,1,0.34,100.0
