0,1,2,3
-99.0,11,3.77,1.96
-2.5,1,0.34,3.92
-2.4,1,0.34,5.88
-2.2,1,0.34,7.84
-2.1,2,0.68,9.8
-2.0,1,0.34,11.76
-1.9,2,0.68,13.73
-1.8,2,0.68,15.69
-1.7,1,0.34,17.65
-1.6,1,0.34,19.61
-1.5,5,1.71,21.57
-1.4,6,2.05,23.53
-1.3,5,1.71,25.49
-1.2,5,1.71,27.45
-1.1,10,3.42,29.41
-1.0,9,3.08,31.37
-0.9,8,2.74,33.33
-0.8,6,2.05,35.29
-0.7,7,2.4,37.25
-0.6,9,3.08,39.22
-0.5,11,3.77,41.18
-0.4,8,2.74,43.14
-0.3,8,2.74,45.1
-0.2,16,5.48,47.06
-0.1,12,4.11,49.02
0.0,16,5.48,50.98
0.1,13,4.45,52.94
0.2,12,4.11,54.9
0.3,15,5.14,56.86
0.4,6,2.05,58.82
0.5,5,1.71,60.78
0.6,11,3.77,62.75
0.7,7,2.4,64.71
0.8,4,1.37,66.67
0.9,5,1.71,68.63
1.0,5,1.71,70.59
1.1,5,1.71,72.55
1.2,4,1.37,74.51
1.3,6,2.05,76.47
1.4,1,0.34,78.43
1.5,4,1.37,80.39
1.6,5,1.71,82.35
1.7,3,1.03,84.31
1.8,5,1.71,86.27
1.9,2,0.68,88.24
2.0,3,1.03,90.2
2.1,3,1.03,92.16
2.2,1,0.34,94.12
2.3,1,0.34,96.08
2.4,1,0.34,98.04
2.5,1,0.34,100.0
