0,1,2,3
-99.0,5,4.67,2.44
-2.3,1,0.93,4.88
-2.2,1,0.93,7.32
-2.1,1,0.93,9.76
-2.0,2,1.87,12.2
-1.9,1,0.93,14.63
-1.8,3,2.8,17.07
-1.7,1,0.93,19.51
-1.4,1,0.93,21.95
-1.3,1,0.93,24.39
-1.2,2,1.87,26.83
-1.1,1,0.93,29.27
-1.0,1,0.93,31.71
-0.9,2,1.87,34.15
-0.8,3,2.8,36.59
-0.7,4,3.74,39.02
-0.6,3,2.8,41.46
-0.5,3,2.8,43.9
-0.4,3,2.8,46.34
-0.3,5,4.67,48.78
-0.2,4,3.74,51.22
-0.1,4,3.74,53.66
0.0,4,3.74,56.1
0.1,5,4.67,58.54
0.2,3,2.8,60.98
0.3,5,4.67,63.41
0.4,3,2.8,65.85
0.5,4,3.74,68.29
0.6,5,4.67,70.73
0.7,2,1.87,73.17
0.8,3,2.8,75.61
0.9,3,2.8,78.05
1.0,2,1.87,80.49
1.1,2,1.87,82.93
1.2,3,2.8,85.37
1.3,1,0.93,87.8
1.4,2,1.87,90.24
1.5,2,1.87,92.68
1.6,2,1.87,95.12
1.7,1,0.93,97.56
1.8,3,2.8,100.0
