0,1,2,3
-99.0,11,10.48,2.7
-2.1,2,1.9,5.41
-1.8,1,0.95,8.11
-1.7,4,3.81,10.81
-1.6,2,1.9,13.51
-1.5,3,2.86,16.22
-1.4,3,2.86,18.92
-1.3,1,0.95,21.62
-1.2,3,2.86,24.32
-1.1,3,2.86,27.03
-0.9,1,0.95,29.73
-0.8,1,0.95,32.43
-0.7,1,0.95,35.14
-0.6,1,0.95,37.84
-0.5,2,1.9,40.54
-0.4,6,5.71,43.24
-0.3,1,0.95,45.95
-0.2,3,2.86,48.65
-0.1,2,1.9,51.35
0.0,1,0.95,54.05
0.1,3,2.86,56.76
0.2,3,2.86,59.46
0.3,2,1.9,62.16
0.4,7,6.67,64.86
0.5,5,4.76,67.57
0.6,3,2.86,70.27
0.7,2,1.9,72.97
0.8,3,2.86,75.68
0.9,6,5.71,78.38
1.0,8,7.62,81.08
1.1,3,2.86,83.78
1.2,3,2.86,86.49
1.3,1,0.95,89.19
1.4,1,0.95,91.89
1.5,1,0.95,94.59
1.6,1,0.95,97.3
1.7,1,0.95,100.0
