0,1,2,3,4,5,6
05/01/2005,08/01/2005,3,-2.13,-4.47,-1.49,-1.28
02/01/2006,12/01/2006,10,-2.42,-12.64,-1.26,-1.09
12/01/2010,12/01/2011,12,-1.5,-5.38,-0.45,-0.39
07/01/2012,01/01/2013,6,-2.2,-7.17,-1.2,-0.94
03/01/2014,06/01/2014,3,-2.09,-2.73,-0.91,-0.34
03/01/2015,05/01/2015,2,-1.52,-2.81,-1.4,-1.4
10/01/2015,11/01/2015,1,-1.93,-1.93,-1.93,-1.93
04/01/2016,07/01/2016,3,-1.75,-2.53,-0.84,-0.61
02/01/2017,04/01/2017,2,-1.68,-2.52,-1.26,-1.26
01/01/2018,02/01/2018,1,-1.74,-1.74,-1.74,-1.74
04/01/2023,01/01/2024,9,-2.57,-13.74,-1.53,-1.65
