0,1,2,3
-99.0,2,0.68,1.96
-2.9,1,0.34,3.92
-2.6,1,0.34,5.88
-2.5,1,0.34,7.84
-2.3,3,1.03,9.8
-2.2,1,0.34,11.76
-2.0,3,1.03,13.73
-1.9,4,1.37,15.69
-1.8,1,0.34,17.65
-1.7,1,0.34,19.61
-1.6,5,1.71,21.57
-1.5,3,1.03,23.53
-1.4,5,1.71,25.49
-1.3,2,0.68,27.45
-1.2,5,1.71,29.41
-1.1,9,3.08,31.37
-1.0,6,2.05,33.33
-0.9,7,2.4,35.29
-0.8,6,2.05,37.25
-0.7,7,2.4,39.22
-0.6,8,2.74,41.18
-0.5,9,3.08,43.14
-0.4,9,3.08,45.1
-0.3,13,4.45,47.06
-0.2,11,3.77,49.02
-0.1,10,3.42,50.98
0.0,9,3.08,52.94
0.1,23,7.88,54.9
0.2,9,3.08,56.86
0.3,16,5.48,58.82
0.4,8,2.74,60.78
0.5,7,2.4,62.75
0.6,11,3.77,64.71
0.7,11,3.77,66.67
0.8,8,2.74,68.63
0.9,9,3.08,70.59
1.0,8,2.74,72.55
1.1,7,2.4,74.51
1.2,5,1.71,76.47
1.3,5,1.71,78.43
1.4,4,1.37,80.39
1.5,1,0.34,82.35
1.6,4,1.37,84.31
1.7,1,0.34,86.27
1.8,3,1.03,88.24
1.9,2,0.68,90.2
2.0,2,0.68,92.16
2.1,3,1.03,94.12
2.2,1,0.34,96.08
2.3,1,0.34,98.04
2.4,1,0.34,100.0
