0,1,2,3
-99.0,2,0.68,2.08
-2.7,1,0.34,4.17
-2.5,1,0.34,6.25
-2.3,1,0.34,8.33
-2.2,1,0.34,10.42
-2.1,3,1.03,12.5
-1.9,3,1.03,14.58
-1.8,2,0.68,16.67
-1.7,2,0.68,18.75
-1.6,4,1.37,20.83
-1.5,3,1.03,22.92
-1.4,4,1.37,25.0
-1.3,7,2.4,27.08
-1.2,3,1.03,29.17
-1.1,7,2.4,31.25
-1.0,5,1.71,33.33
-0.9,8,2.74,35.42
-0.8,7,2.4,37.5
-0.7,9,3.08,39.58
-0.6,13,4.45,41.67
-0.5,11,3.77,43.75
-0.4,10,3.42,45.83
-0.3,14,4.79,47.92
-0.2,8,2.74,50.0
-0.1,19,6.51,52.08
0.0,15,5.14,54.17
0.1,7,2.4,56.25
0.2,13,4.45,58.33
0.3,9,3.08,60.42
0.4,13,4.45,62.5
0.5,3,1.03,64.58
0.6,10,3.42,66.67
0.7,10,3.42,68.75
0.8,9,3.08,70.83
0.9,4,1.37,72.92
1.0,5,1.71,75.0
1.1,6,2.05,77.08
1.2,4,1.37,79.17
1.3,7,2.4,81.25
1.4,4,1.37,83.33
1.5,7,2.4,85.42
1.6,2,0.68,87.5
1.7,3,1.03,89.58
1.9,3,1.03,91.67
2.0,5,1.71,93.75
2.1,2,0.68,95.83
2.4,1,0.34,97.92
2.8,2,0.68,100.0
