0,1,2,3
-99.0,11,3.77,1.96
-2.5,1,0.34,3.92
-2.4,2,0.68,5.88
-2.3,2,0.68,7.84
-2.2,2,0.68,9.8
-2.1,3,1.03,11.76
-1.9,4,1.37,13.73
-1.8,2,0.68,15.69
-1.7,4,1.37,17.65
-1.6,2,0.68,19.61
-1.5,2,0.68,21.57
-1.4,3,1.03,23.53
-1.3,2,0.68,25.49
-1.2,7,2.4,27.45
-1.1,3,1.03,29.41
-1.0,7,2.4,31.37
-0.9,2,0.68,33.33
-0.8,4,1.37,35.29
-0.7,6,2.05,37.25
-0.6,7,2.4,39.22
-0.5,5,1.71,41.18
-0.4,14,4.79,43.14
-0.3,22,7.53,45.1
-0.2,17,5.82,47.06
-0.1,17,5.82,49.02
0.0,7,2.4,50.98
0.1,8,2.74,52.94
0.2,16,5.48,54.9
0.3,15,5.14,56.86
0.4,10,3.42,58.82
0.5,13,4.45,60.78
0.6,12,4.11,62.75
0.7,13,4.45,64.71
0.8,9,3.08,66.67
0.9,6,2.05,68.63
1.0,4,1.37,70.59
1.1,2,0.68,72.55
1.2,2,0.68,74.51
1.3,3,1.03,76.47
1.4,4,1.37,78.43
1.5,1,0.34,80.39
1.6,1,0.34,82.35
1.7,2,0.68,84.31
1.9,1,0.34,86.27
2.1,2,0.68,88.24
2.2,1,0.34,90.2
2.4,3,1.03,92.16
2.5,1,0.34,94.12
2.7,1,0.34,96.08
2.8,1,0.34,98.04
2.9,3,1.03,100.0
