0,1,2,3
-2.2,1,0.95,2.56
-2.1,1,0.95,5.13
-1.8,1,0.95,7.69
-1.7,1,0.95,10.26
-1.5,3,2.86,12.82
-1.4,1,0.95,15.38
-1.3,1,0.95,17.95
-1.2,4,3.81,20.51
-1.1,3,2.86,23.08
-1.0,3,2.86,25.64
-0.9,7,6.67,28.21
-0.8,5,4.76,30.77
-0.7,1,0.95,33.33
-0.6,2,1.9,35.9
-0.5,3,2.86,38.46
-0.4,1,0.95,41.03
-0.3,8,7.62,43.59
-0.2,2,1.9,46.15
-0.1,3,2.86,48.72
0.0,2,1.9,51.28
0.1,5,4.76,53.85
0.3,4,3.81,56.41
0.4,4,3.81,58.97
0.5,4,3.81,61.54
0.6,4,3.81,64.1
0.7,6,5.71,66.67
0.8,3,2.86,69.23
0.9,4,3.81,71.79
1.0,3,2.86,74.36
1.1,2,1.9,76.92
1.2,2,1.9,79.49
1.3,3,2.86,82.05
1.4,1,0.95,84.62
1.5,1,0.95,87.18
1.7,1,0.95,89.74
1.9,2,1.9,92.31
2.1,1,0.95,94.87
2.2,1,0.95,97.44
2.3,1,0.95,100.0
