0,1,2,3
-2.4,1,0.83,2.7
-2.1,2,1.67,5.41
-1.8,1,0.83,8.11
-1.7,1,0.83,10.81
-1.6,1,0.83,13.51
-1.5,4,3.33,16.22
-1.4,2,1.67,18.92
-1.3,2,1.67,21.62
-1.2,3,2.5,24.32
-1.1,5,4.17,27.03
-0.9,3,2.5,29.73
-0.8,4,3.33,32.43
-0.7,1,0.83,35.14
-0.6,3,2.5,37.84
-0.5,8,6.67,40.54
-0.4,4,3.33,43.24
-0.3,4,3.33,45.95
-0.2,3,2.5,48.65
-0.1,7,5.83,51.35
0.0,7,5.83,54.05
0.1,1,0.83,56.76
0.2,5,4.17,59.46
0.3,3,2.5,62.16
0.5,8,6.67,64.86
0.6,4,3.33,67.57
0.7,4,3.33,70.27
0.8,2,1.67,72.97
0.9,5,4.17,75.68
1.0,6,5.0,78.38
1.1,2,1.67,81.08
1.2,1,0.83,83.78
1.4,4,3.33,86.49
1.6,1,0.83,89.19
1.7,3,2.5,91.89
1.8,1,0.83,94.59
1.9,3,2.5,97.3
2.5,1,0.83,100.0
