0,1,2,3,4,5,6
01/01/2009,02/01/2009,1,-2.38,-2.38,-2.38,-2.38
10/01/2010,12/01/2010,2,-1.58,-2.1,-1.05,-1.05
05/01/2012,01/01/2013,8,-1.96,-8.49,-1.06,-1.01
03/01/2014,04/01/2014,1,-2.29,-2.29,-2.29,-2.29
06/01/2016,07/01/2016,1,-1.63,-1.63,-1.63,-1.63
02/01/2017,04/01/2017,2,-1.78,-2.14,-1.07,-1.07
12/01/2017,01/01/2018,1,-2.38,-2.38,-2.38,-2.38
04/01/2018,06/01/2018,2,-2.36,-3.08,-1.54,-1.54
08/01/2021,10/01/2021,2,-2.18,-2.32,-1.16,-1.16
04/01/2023,07/01/2023,3,-2.06,-4.14,-1.38,-1.96
09/01/2023,12/01/2023,3,-1.92,-3.15,-1.05,-1.02
02/01/2024,04/01/2024,2,-2.2,-2.48,-1.24,-1.24
