0,1,2,3,4,5,6
05/01/2000,06/01/2000,1,-1.02,-1.02,-1.02,-1.02
10/01/2000,11/01/2000,1,-1.29,-1.29,-1.29,-1.29
04/01/2001,05/01/2001,1,-1.17,-1.17,-1.17,-1.17
01/01/2002,04/01/2002,3,-1.25,-1.85,-0.62,-0.34
06/01/2002,08/01/2002,2,-1.52,-2.47,-1.24,-1.24
09/01/2002,10/01/2002,1,-1.72,-1.72,-1.72,-1.72
12/01/2002,04/01/2003,4,-1.25,-3.62,-0.9,-1.03
07/01/2003,11/01/2003,4,-1.54,-3.69,-0.92,-0.96
04/01/2004,05/01/2004,1,-1.44,-1.44,-1.44,-1.44
03/01/2005,04/01/2005,1,-1.1,-1.1,-1.1,-1.1
05/01/2005,06/01/2005,1,-1.14,-1.14,-1.14,-1.14
02/01/2006,04/01/2006,2,-2.23,-2.54,-1.27,-1.27
05/01/2006,08/01/2006,3,-1.46,-2.37,-0.79,-0.63
06/01/2007,08/01/2007,2,-1.84,-2.12,-1.06,-1.06
11/01/2007,12/01/2007,1,-2.1,-2.1,-2.1,-2.1
08/01/2008,09/01/2008,1,-1.14,-1.14,-1.14,-1.14
