0,1,2,3,4,5,6
02/01/2006,03/01/2006,1,-1.44,-1.44,-1.44,-1.44
06/01/2006,07/01/2006,1,-1.63,-1.63,-1.63,-1.63
03/01/2007,09/01/2007,6,-1.7,-5.1,-0.85,-0.88
11/01/2007,12/01/2007,1,-1.41,-1.41,-1.41,-1.41
01/01/2008,02/01/2008,1,-1.8,-1.8,-1.8,-1.8
08/01/2009,09/01/2009,1,-1.43,-1.43,-1.43,-1.43
08/01/2010,09/01/2010,1,-1.34,-1.34,-1.34,-1.34
10/01/2010,11/01/2010,1,-2.2,-2.2,-2.2,-2.2
12/01/2010,02/01/2011,2,-2.13,-3.87,-1.94,-1.94
02/01/2012,09/01/2012,7,-3.13,-8.26,-1.18,-1.1
02/01/2014,06/01/2014,4,-1.52,-4.14,-1.03,-1.23
07/01/2014,10/01/2014,3,-1.84,-3.15,-1.05,-1.07
09/01/2015,11/01/2015,2,-1.31,-2.55,-1.28,-1.28
01/01/2016,05/01/2016,4,-1.49,-3.18,-0.79,-0.66
12/01/2016,04/01/2017,4,-1.37,-2.26,-0.57,-0.43
09/01/2017,02/01/2018,5,-1.83,-4.22,-0.84,-0.6
09/01/2021,10/01/2021,1,-1.04,-1.04,-1.04,-1.04
11/01/2021,12/01/2021,1,-1.17,-1.17,-1.17,-1.17
06/01/2022,08/01/2022,2,-2.49,-4.16,-2.08,-2.08
10/01/2022,11/01/2022,1,-1.07,-1.07,-1.07,-1.07
04/01/2023,07/01/2023,3,-1.64,-2.87,-0.96,-1.07
11/01/2023,01/01/2024,2,-1.02,-1.88,-0.94,-0.94
02/01/2024,04/01/2024,2,-1.47,-2.75,-1.38,-1.38
