0,1,2,3
-99.0,2,1.25,2.33
-2.3,1,0.62,4.65
-2.1,1,0.62,6.98
-1.9,3,1.88,9.3
-1.8,2,1.25,11.63
-1.7,1,0.62,13.95
-1.6,2,1.25,16.28
-1.4,5,3.12,18.6
-1.3,5,3.12,20.93
-1.2,2,1.25,23.26
-1.1,3,1.88,25.58
-1.0,3,1.88,27.91
-0.9,7,4.38,30.23
-0.8,7,4.38,32.56
-0.7,4,2.5,34.88
-0.6,2,1.25,37.21
-0.5,5,3.12,39.53
-0.4,6,3.75,41.86
-0.3,5,3.12,44.19
-0.2,5,3.12,46.51
-0.1,4,2.5,48.84
0.0,6,3.75,51.16
0.1,6,3.75,53.49
0.2,7,4.38,55.81
0.3,7,4.38,58.14
0.4,8,5.0,60.47
0.5,5,3.12,62.79
0.6,4,2.5,65.12
0.7,3,1.88,67.44
0.8,9,5.62,69.77
0.9,2,1.25,72.09
1.0,4,2.5,74.42
1.1,6,3.75,76.74
1.2,2,1.25,79.07
1.3,3,1.88,81.4
1.4,3,1.88,83.72
1.6,2,1.25,86.05
1.7,2,1.25,88.37
1.8,1,0.62,90.7
2.0,1,0.62,93.02
2.2,1,0.62,95.35
2.4,2,1.25,97.67
2.6,1,0.62,100.0
