0,1,2,3
-3.4,1,0.34,2.22
-2.8,1,0.34,4.44
-2.3,2,0.68,6.67
-2.1,2,0.68,8.89
-2.0,3,1.03,11.11
-1.9,3,1.03,13.33
-1.7,3,1.03,15.56
-1.6,5,1.71,17.78
-1.5,5,1.71,20.0
-1.4,5,1.71,22.22
-1.3,4,1.37,24.44
-1.2,5,1.71,26.67
-1.1,5,1.71,28.89
-1.0,2,0.68,31.11
-0.9,6,2.05,33.33
-0.8,14,4.79,35.56
-0.7,5,1.71,37.78
-0.6,8,2.74,40.0
-0.5,14,4.79,42.22
-0.4,10,3.42,44.44
-0.3,12,4.11,46.67
-0.2,9,3.08,48.89
-0.1,12,4.11,51.11
0.0,14,4.79,53.33
0.1,10,3.42,55.56
0.2,12,4.11,57.78
0.3,7,2.4,60.0
0.4,14,4.79,62.22
0.5,13,4.45,64.44
0.6,9,3.08,66.67
0.7,8,2.74,68.89
0.8,5,1.71,71.11
0.9,14,4.79,73.33
1.0,3,1.03,75.56
1.1,9,3.08,77.78
1.2,12,4.11,80.0
1.3,5,1.71,82.22
1.4,5,1.71,84.44
1.5,3,1.03,86.67
1.7,2,0.68,88.89
1.8,3,1.03,91.11
1.9,1,0.34,93.33
2.1,1,0.34,95.56
2.2,3,1.03,97.78
2.3,3,1.03,100.0
