0,1,2,3
-99.0,2,1.67,2.63
-2.1,2,1.67,5.26
-2.0,1,0.83,7.89
-1.9,3,2.5,10.53
-1.7,3,2.5,13.16
-1.5,2,1.67,15.79
-1.3,3,2.5,18.42
-1.2,4,3.33,21.05
-1.1,4,3.33,23.68
-1.0,4,3.33,26.32
-0.9,3,2.5,28.95
-0.8,2,1.67,31.58
-0.7,2,1.67,34.21
-0.6,4,3.33,36.84
-0.4,2,1.67,39.47
-0.3,4,3.33,42.11
-0.2,3,2.5,44.74
-0.1,6,5.0,47.37
0.0,5,4.17,50.0
0.1,3,2.5,52.63
0.2,8,6.67,55.26
0.3,4,3.33,57.89
0.4,5,4.17,60.53
0.5,7,5.83,63.16
0.6,2,1.67,65.79
0.7,3,2.5,68.42
0.8,2,1.67,71.05
0.9,5,4.17,73.68
1.0,5,4.17,76.32
1.1,4,3.33,78.95
1.2,1,0.83,81.58
1.3,3,2.5,84.21
1.4,2,1.67,86.84
1.5,1,0.83,89.47
1.7,3,2.5,92.11
1.9,1,0.83,94.74
2.0,1,0.83,97.37
2.2,1,0.83,100.0
