0,1,2,3
-99.0,5,1.71,2
-3.3,1,0.34,4
-2.9,1,0.34,6
-2.6,3,1.03,8
-2.5,2,0.68,10
-2.4,2,0.68,12
-2.3,1,0.34,14
-2.2,1,0.34,16
-2.1,2,0.68,18
-2.0,1,0.34,20
-1.9,1,0.34,22
-1.8,1,0.34,24
-1.7,1,0.34,26
-1.6,1,0.34,28
-1.5,4,1.37,30
-1.4,4,1.37,32
-1.3,7,2.4,34
-1.2,3,1.03,36
-1.1,6,2.05,38
-1.0,7,2.4,40
-0.9,10,3.42,42
-0.8,7,2.4,44
-0.7,5,1.71,46
-0.6,7,2.4,48
-0.5,7,2.4,50
-0.4,9,3.08,52
-0.3,8,2.74,54
-0.2,11,3.77,56
-0.1,12,4.11,58
0.0,9,3.08,60
0.1,8,2.74,62
0.2,12,4.11,64
0.3,13,4.45,66
0.4,18,6.16,68
0.5,14,4.79,70
0.6,12,4.11,72
0.7,7,2.4,74
0.8,9,3.08,76
0.9,9,3.08,78
1.0,11,3.77,80
1.1,11,3.77,82
1.2,5,1.71,84
1.3,3,1.03,86
1.4,8,2.74,88
1.5,4,1.37,90
1.6,3,1.03,92
1.7,2,0.68,94
1.9,1,0.34,96
2.0,2,0.68,98
2.1,1,0.34,100
