0,1,2,3,4,5,6
04/01/2000,06/01/2000,2,-2.68,-4.73,-2.37,-2.37
08/01/2000,10/01/2000,2,-1.01,-1.33,-0.66,-0.66
03/01/2001,06/01/2001,3,-1.77,-2.73,-0.91,-0.62
02/01/2002,03/01/2002,1,-1.28,-1.28,-1.28,-1.28
11/01/2002,02/01/2003,3,-1.28,-2.7,-0.9,-1.27
02/01/2004,03/01/2004,1,-1.6,-1.6,-1.6,-1.6
09/01/2004,10/01/2004,1,-2.57,-2.57,-2.57,-2.57
12/01/2004,01/01/2005,1,-1.25,-1.25,-1.25,-1.25
03/01/2005,07/01/2005,4,-1.84,-4.31,-1.08,-1.02
12/01/2005,01/01/2006,1,-1.26,-1.26,-1.26,-1.26
02/01/2006,03/01/2006,1,-1.53,-1.53,-1.53,-1.53
07/01/2006,08/01/2006,1,-1.42,-1.42,-1.42,-1.42
07/01/2007,09/01/2007,2,-1.89,-3.77,-1.89,-1.89
10/01/2007,12/01/2007,2,-1.26,-1.83,-0.92,-0.92
11/01/2008,12/01/2008,1,-1.23,-1.23,-1.23,-1.23
08/01/2009,09/01/2009,1,-1.48,-1.48,-1.48,-1.48
08/01/2010,09/01/2010,1,-1.18,-1.18,-1.18,-1.18
10/01/2010,11/01/2010,1,-2.53,-2.53,-2.53,-2.53
01/01/2011,02/01/2011,1,-1.92,-1.92,-1.92,-1.92
04/01/2012,08/01/2012,4,-2.2,-5.98,-1.5,-1.49
02/01/2014,06/01/2014,4,-1.5,-3.96,-0.99,-1.12
07/01/2014,10/01/2014,3,-1.66,-3.69,-1.23,-1.33
04/01/2015,05/01/2015,1,-1.2,-1.2,-1.2,-1.2
09/01/2015,11/01/2015,2,-1.41,-2.45,-1.23,-1.23
01/01/2016,05/01/2016,4,-1.15,-2.04,-0.51,-0.37
06/01/2016,07/01/2016,1,-2.12,-2.12,-2.12,-2.12
11/01/2016,04/01/2017,5,-2.06,-4.34,-0.87,-0.74
06/01/2017,08/01/2017,2,-1.07,-2.14,-1.07,-1.07
09/01/2017,01/01/2018,4,-2.23,-5.97,-1.49,-1.61
09/01/2019,11/01/2019,2,-1.0,-1.02,-0.51,-0.51
11/01/2021,12/01/2021,1,-1.16,-1.16,-1.16,-1.16
04/01/2023,07/01/2023,3,-1.9,-4.64,-1.55,-1.57
11/01/2023,01/01/2024,2,-1.04,-1.17,-0.59,-0.59
02/01/2024,04/01/2024,2,-1.39,-1.42,-0.71,-0.71
