0,1,2,3,4,5,6
05/01/2001,11/01/2001,6,-1.98,-7.5,-1.25,-1.24
03/01/2004,11/01/2004,8,-1.54,-8.01,-1.0,-0.96
05/01/2005,09/01/2006,16,-1.83,-16.38,-1.02,-1.2
05/01/2007,03/01/2008,10,-2.16,-11.51,-1.15,-0.96
10/01/2008,09/01/2009,11,-1.35,-8.32,-0.76,-0.89
09/01/2010,04/01/2011,7,-2.68,-12.93,-1.85,-2.0
06/01/2012,05/01/2013,11,-2.19,-13.3,-1.21,-1.23
12/01/2014,06/01/2015,6,-1.56,-6.31,-1.05,-1.08
02/01/2017,04/01/2017,2,-1.13,-1.75,-0.87,-0.87
11/01/2017,04/01/2018,5,-1.28,-4.11,-0.82,-1.1
11/01/2022,01/01/2023,2,-1.13,-1.8,-0.9,-0.9
04/01/2024,05/01/2024,1,-1.66,-1.66,-1.66,-1.66
