0,1,2,3
-2.1,1,1.23,3.03
-1.9,3,3.7,6.06
-1.8,2,2.47,9.09
-1.6,2,2.47,12.12
-1.4,1,1.23,15.15
-1.3,1,1.23,18.18
-1.2,1,1.23,21.21
-1.1,2,2.47,24.24
-0.9,1,1.23,27.27
-0.8,2,2.47,30.3
-0.7,2,2.47,33.33
-0.6,5,6.17,36.36
-0.5,4,4.94,39.39
-0.4,6,7.41,42.42
-0.3,2,2.47,45.45
-0.2,2,2.47,48.48
-0.1,5,6.17,51.52
0.0,2,2.47,54.55
0.1,2,2.47,57.58
0.2,1,1.23,60.61
0.4,2,2.47,63.64
0.5,6,7.41,66.67
0.6,4,4.94,69.7
0.8,3,3.7,72.73
0.9,4,4.94,75.76
1.1,3,3.7,78.79
1.2,1,1.23,81.82
1.3,2,2.47,84.85
1.4,1,1.23,87.88
1.5,4,4.94,90.91
1.6,2,2.47,93.94
1.7,1,1.23,96.97
1.9,1,1.23,100.0
