0,1,2,3
-99.0,11,22.45,4.55
-1.6,2,4.08,9.09
-1.4,3,6.12,13.64
-1.2,1,2.04,18.18
-1.1,3,6.12,22.73
-1.0,1,2.04,27.27
-0.8,1,2.04,31.82
-0.7,2,4.08,36.36
-0.6,1,2.04,40.91
-0.3,2,4.08,45.45
-0.2,1,2.04,50.0
-0.1,2,4.08,54.55
0.0,2,4.08,59.09
0.4,1,2.04,63.64
0.6,2,4.08,68.18
0.7,3,6.12,72.73
0.8,1,2.04,77.27
0.9,1,2.04,81.82
1.0,2,4.08,86.36
1.2,1,2.04,90.91
1.3,4,8.16,95.45
1.4,2,4.08,100.0
