0,1,2,3
-99.0,2,3.51,3.45
-1.9,3,5.26,6.9
-1.8,2,3.51,10.34
-1.7,1,1.75,13.79
-1.6,2,3.51,17.24
-1.5,1,1.75,20.69
-1.2,1,1.75,24.14
-1.1,1,1.75,27.59
-0.9,2,3.51,31.03
-0.8,1,1.75,34.48
-0.7,1,1.75,37.93
-0.4,1,1.75,41.38
-0.3,2,3.51,44.83
-0.2,2,3.51,48.28
-0.1,1,1.75,51.72
0.0,2,3.51,55.17
0.1,1,1.75,58.62
0.2,4,7.02,62.07
0.3,4,7.02,65.52
0.6,3,5.26,68.97
0.7,6,10.53,72.41
0.8,3,5.26,75.86
0.9,4,7.02,79.31
1.0,1,1.75,82.76
1.1,1,1.75,86.21
1.2,1,1.75,89.66
1.3,1,1.75,93.1
1.4,1,1.75,96.55
1.5,2,3.51,100.0
