0,1,2,3,4,5,6
12/01/2000,11/01/2001,11,-2.66,-16.65,-1.51,-1.53
03/01/2004,01/01/2005,10,-2.21,-14.43,-1.44,-1.56
05/01/2005,06/01/2006,13,-1.62,-13.16,-1.01,-1.01
10/01/2008,07/01/2009,9,-1.8,-9.17,-1.02,-1.16
04/01/2010,04/01/2011,12,-1.56,-11.97,-1.0,-0.99
05/01/2012,02/01/2013,9,-2.57,-13.15,-1.46,-1.14
12/01/2014,05/01/2015,5,-1.03,-3.52,-0.7,-0.9
02/01/2017,04/01/2017,2,-1.73,-2.7,-1.35,-1.35
11/01/2017,04/01/2018,5,-1.84,-5.6,-1.12,-1.5
11/01/2022,03/01/2023,4,-2.05,-4.43,-1.11,-1.03
