0,1,2,3
-99.0,11,10.09,2.94
-1.6,3,2.75,5.88
-1.5,2,1.83,8.82
-1.4,4,3.67,11.76
-1.2,1,0.92,14.71
-1.1,2,1.83,17.65
-1.0,5,4.59,20.59
-0.9,3,2.75,23.53
-0.7,4,3.67,26.47
-0.6,5,4.59,29.41
-0.5,6,5.5,32.35
-0.4,7,6.42,35.29
-0.3,6,5.5,38.24
-0.2,5,4.59,41.18
-0.1,2,1.83,44.12
0.0,5,4.59,47.06
0.1,2,1.83,50.0
0.2,3,2.75,52.94
0.3,2,1.83,55.88
0.4,4,3.67,58.82
0.5,2,1.83,61.76
0.6,1,0.92,64.71
0.7,3,2.75,67.65
0.8,3,2.75,70.59
0.9,4,3.67,73.53
1.3,1,0.92,76.47
1.5,2,1.83,79.41
1.7,2,1.83,82.35
1.8,1,0.92,85.29
1.9,2,1.83,88.24
2.0,1,0.92,91.18
2.1,1,0.92,94.12
2.2,3,2.75,97.06
2.3,1,0.92,100.0
