0,1,2,3,4,5,6
12/01/2010,12/01/2011,12,-1.44,-8.72,-0.73,-0.58
07/01/2012,02/01/2013,7,-2.82,-9.81,-1.4,-1.14
08/01/2013,06/01/2014,10,-2.34,-10.94,-1.09,-0.92
03/01/2015,06/01/2015,3,-1.33,-2.69,-0.9,-1.06
10/01/2015,11/01/2015,1,-1.33,-1.33,-1.33,-1.33
03/01/2016,07/01/2016,4,-2.0,-6.58,-1.64,-1.6
02/01/2017,04/01/2017,2,-1.81,-2.65,-1.32,-1.32
01/01/2018,03/01/2018,2,-1.54,-1.89,-0.95,-0.95
04/01/2018,10/01/2018,6,-1.68,-6.57,-1.09,-1.1
08/01/2022,02/01/2023,6,-1.11,-3.77,-0.63,-0.6
05/01/2023,08/01/2023,3,-2.23,-4.74,-1.58,-1.98
11/01/2023,01/01/2024,2,-2.02,-2.46,-1.23,-1.23
