0,1,2,3
-99.0,5,1.71,2.17
-2.3,2,0.68,4.35
-2.1,5,1.71,6.52
-2.0,1,0.34,8.7
-1.9,3,1.03,10.87
-1.8,2,0.68,13.04
-1.7,4,1.37,15.22
-1.6,6,2.05,17.39
-1.5,5,1.71,19.57
-1.4,6,2.05,21.74
-1.3,2,0.68,23.91
-1.2,3,1.03,26.09
-1.1,5,1.71,28.26
-1.0,8,2.74,30.43
-0.9,11,3.77,32.61
-0.8,4,1.37,34.78
-0.7,7,2.4,36.96
-0.6,12,4.11,39.13
-0.5,10,3.42,41.3
-0.4,8,2.74,43.48
-0.3,10,3.42,45.65
-0.2,7,2.4,47.83
-0.1,15,5.14,50.0
0.0,12,4.11,52.17
0.1,8,2.74,54.35
0.2,9,3.08,56.52
0.3,7,2.4,58.7
0.4,17,5.82,60.87
0.5,9,3.08,63.04
0.6,10,3.42,65.22
0.7,6,2.05,67.39
0.8,7,2.4,69.57
0.9,11,3.77,71.74
1.0,10,3.42,73.91
1.1,9,3.08,76.09
1.2,10,3.42,78.26
1.3,4,1.37,80.43
1.4,5,1.71,82.61
1.5,5,1.71,84.78
1.6,1,0.34,86.96
1.8,1,0.34,89.13
1.9,4,1.37,91.3
2.0,1,0.34,93.48
2.1,3,1.03,95.65
2.2,1,0.34,97.83
2.4,1,0.34,100.0
