0,1,2,3,4,5,6
08/01/2002,10/01/2002,2,-1.87,-2.5,-1.25,-1.25
01/01/2003,06/01/2003,5,-2.05,-5.2,-1.04,-0.87
09/01/2003,11/01/2003,2,-2.61,-4.34,-2.17,-2.17
11/01/2004,02/01/2005,3,-2.25,-4.6,-1.53,-1.87
07/01/2006,09/01/2006,2,-1.79,-2.1,-1.05,-1.05
02/01/2011,06/01/2011,4,-1.66,-4.4,-1.1,-1.2
11/01/2011,12/01/2011,1,-1.64,-1.64,-1.64,-1.64
06/01/2012,10/01/2012,4,-2.32,-5.22,-1.3,-1.15
08/01/2013,07/01/2014,11,-2.28,-14.4,-1.31,-1.38
07/01/2017,08/01/2018,13,-2.66,-15.81,-1.22,-1.21
10/01/2020,01/01/2021,3,-1.54,-2.61,-0.87,-0.65
10/01/2022,01/01/2023,3,-1.7,-2.89,-0.96,-0.84
