0,1,2,3,4,5,6
08/01/2007,01/01/2008,5,-1.3,-4.86,-0.97,-1.07
12/01/2010,06/01/2011,6,-1.06,-2.89,-0.48,-0.44
10/01/2011,12/01/2011,2,-1.48,-2.2,-1.1,-1.1
07/01/2012,04/01/2013,9,-2.54,-7.97,-0.89,-0.74
08/01/2013,06/01/2014,10,-2.31,-11.97,-1.2,-1.12
03/01/2015,05/01/2015,2,-1.2,-1.65,-0.82,-0.82
10/01/2015,11/01/2015,1,-1.86,-1.86,-1.86,-1.86
03/01/2016,07/01/2016,4,-2.19,-4.92,-1.23,-1.04
12/01/2016,04/01/2017,4,-2.16,-4.71,-1.18,-1.03
12/01/2017,02/01/2018,2,-1.45,-2.47,-1.24,-1.24
05/01/2018,08/01/2018,3,-1.16,-2.38,-0.79,-0.81
01/01/2022,03/01/2022,2,-1.2,-2.19,-1.1,-1.1
04/01/2023,10/01/2023,6,-2.82,-9.07,-1.51,-1.69
11/01/2023,01/01/2024,2,-1.74,-2.24,-1.12,-1.12
