0,1,2,3
-99.0,2,1.85,2.56
-2.4,1,0.93,5.13
-1.9,1,0.93,7.69
-1.8,2,1.85,10.26
-1.6,1,0.93,12.82
-1.5,2,1.85,15.38
-1.4,4,3.7,17.95
-1.3,3,2.78,20.51
-1.2,3,2.78,23.08
-1.1,2,1.85,25.64
-1.0,2,1.85,28.21
-0.9,2,1.85,30.77
-0.8,1,0.93,33.33
-0.7,5,4.63,35.9
-0.6,2,1.85,38.46
-0.5,1,0.93,41.03
-0.4,5,4.63,43.59
-0.3,6,5.56,46.15
-0.2,1,0.93,48.72
-0.1,4,3.7,51.28
0.0,3,2.78,53.85
0.1,6,5.56,56.41
0.2,7,6.48,58.97
0.3,5,4.63,61.54
0.4,7,6.48,64.1
0.5,2,1.85,66.67
0.6,3,2.78,69.23
0.7,3,2.78,71.79
0.8,5,4.63,74.36
1.0,2,1.85,76.92
1.1,3,2.78,79.49
1.3,2,1.85,82.05
1.5,2,1.85,84.62
1.6,1,0.93,87.18
1.9,3,2.78,89.74
2.0,1,0.93,92.31
2.1,1,0.93,94.87
2.2,1,0.93,97.44
2.5,1,0.93,100.0
