0,1,2,3
-2.5,1,0.34,2.04
-2.4,1,0.34,4.08
-2.3,1,0.34,6.12
-2.2,3,1.03,8.16
-2.1,3,1.03,10.2
-1.9,2,0.68,12.24
-1.8,2,0.68,14.29
-1.7,4,1.37,16.33
-1.6,3,1.03,18.37
-1.5,5,1.71,20.41
-1.4,5,1.71,22.45
-1.3,4,1.37,24.49
-1.2,3,1.03,26.53
-1.1,4,1.37,28.57
-1.0,9,3.08,30.61
-0.9,4,1.37,32.65
-0.8,11,3.77,34.69
-0.7,8,2.74,36.73
-0.6,5,1.71,38.78
-0.5,15,5.14,40.82
-0.4,10,3.42,42.86
-0.3,8,2.74,44.9
-0.2,10,3.42,46.94
-0.1,15,5.14,48.98
0.0,9,3.08,51.02
0.1,15,5.14,53.06
0.2,13,4.45,55.1
0.3,18,6.16,57.14
0.4,13,4.45,59.18
0.5,10,3.42,61.22
0.6,10,3.42,63.27
0.7,11,3.77,65.31
0.8,5,1.71,67.35
0.9,6,2.05,69.39
1.0,9,3.08,71.43
1.1,1,0.34,73.47
1.2,4,1.37,75.51
1.3,5,1.71,77.55
1.4,1,0.34,79.59
1.5,5,1.71,81.63
1.6,3,1.03,83.67
1.7,3,1.03,85.71
1.8,2,0.68,87.76
1.9,3,1.03,89.8
2.0,3,1.03,91.84
2.1,2,0.68,93.88
2.2,2,0.68,95.92
2.3,2,0.68,97.96
3.0,1,0.34,100.0
