0,1,2,3,4,5,6
12/01/2010,12/01/2011,12,-1.4,-7.23,-0.6,-0.48
07/01/2012,02/01/2013,7,-2.9,-9.56,-1.37,-0.92
08/01/2013,06/01/2014,10,-2.21,-10.66,-1.07,-0.94
03/01/2015,06/01/2015,3,-1.17,-2.43,-0.81,-1.03
10/01/2015,11/01/2015,1,-1.09,-1.09,-1.09,-1.09
03/01/2016,07/01/2016,4,-1.87,-6.08,-1.52,-1.49
02/01/2017,04/01/2017,2,-1.7,-2.42,-1.21,-1.21
11/01/2017,03/01/2018,4,-1.72,-3.96,-0.99,-1.06
04/01/2018,10/01/2018,6,-1.58,-5.24,-0.87,-0.89
12/01/2020,01/01/2021,1,-1.03,-1.03,-1.03,-1.03
04/01/2023,08/01/2023,4,-2.2,-6.23,-1.56,-1.73
11/01/2023,01/01/2024,2,-1.88,-2.36,-1.18,-1.18
