0,1,2,3,4,5,6
05/01/2001,11/01/2001,6,-1.79,-6.31,-1.05,-0.9
02/01/2004,05/01/2004,3,-1.58,-2.37,-0.79,-0.78
05/01/2005,08/01/2005,3,-1.54,-3.79,-1.26,-1.18
11/01/2005,03/01/2006,4,-2.88,-6.94,-1.74,-1.55
04/01/2007,09/01/2007,5,-2.04,-8.14,-1.63,-1.53
08/01/2010,04/01/2011,8,-3.15,-12.35,-1.54,-1.13
08/01/2011,11/01/2011,3,-1.53,-3.5,-1.17,-1.35
05/01/2012,09/01/2012,4,-2.6,-7.53,-1.88,-1.96
01/01/2015,04/01/2015,3,-1.96,-4.06,-1.35,-1.84
09/01/2015,11/01/2015,2,-1.72,-2.9,-1.45,-1.45
11/01/2016,04/01/2017,5,-1.51,-4.3,-0.86,-0.86
11/01/2022,01/01/2023,2,-1.86,-2.56,-1.28,-1.28
