0,1,2,3
-2.5,1,0.34,2
-2.4,2,0.68,4
-2.3,1,0.34,6
-2.2,1,0.34,8
-2.1,2,0.68,10
-2.0,4,1.37,12
-1.9,3,1.03,14
-1.8,3,1.03,16
-1.7,1,0.34,18
-1.6,3,1.03,20
-1.5,5,1.71,22
-1.4,3,1.03,24
-1.3,3,1.03,26
-1.2,2,0.68,28
-1.1,9,3.08,30
-1.0,6,2.05,32
-0.9,7,2.4,34
-0.8,8,2.74,36
-0.7,5,1.71,38
-0.6,16,5.48,40
-0.5,6,2.05,42
-0.4,8,2.74,44
-0.3,9,3.08,46
-0.2,14,4.79,48
-0.1,15,5.14,50
0.0,12,4.11,52
0.1,14,4.79,54
0.2,10,3.42,56
0.3,11,3.77,58
0.4,11,3.77,60
0.5,16,5.48,62
0.6,11,3.77,64
0.7,10,3.42,66
0.8,11,3.77,68
0.9,4,1.37,70
1.0,2,0.68,72
1.1,9,3.08,74
1.2,7,2.4,76
1.3,4,1.37,78
1.4,3,1.03,80
1.5,3,1.03,82
1.6,2,0.68,84
1.7,1,0.34,86
1.8,2,0.68,88
1.9,1,0.34,90
2.0,1,0.34,92
2.1,1,0.34,94
2.2,4,1.37,96
2.3,4,1.37,98
2.9,1,0.34,100
