0,1,2,3
-99.0,11,4.56,2.22
-2.6,1,0.41,4.44
-2.5,2,0.83,6.67
-2.4,1,0.41,8.89
-2.2,1,0.41,11.11
-2.1,2,0.83,13.33
-2.0,1,0.41,15.56
-1.9,1,0.41,17.78
-1.8,7,2.9,20.0
-1.7,4,1.66,22.22
-1.6,3,1.24,24.44
-1.5,3,1.24,26.67
-1.4,1,0.41,28.89
-1.3,4,1.66,31.11
-1.2,4,1.66,33.33
-1.1,4,1.66,35.56
-1.0,3,1.24,37.78
-0.9,2,0.83,40.0
-0.8,3,1.24,42.22
-0.7,10,4.15,44.44
-0.6,7,2.9,46.67
-0.5,3,1.24,48.89
-0.4,8,3.32,51.11
-0.3,10,4.15,53.33
-0.2,7,2.9,55.56
-0.1,8,3.32,57.78
0.0,10,4.15,60.0
0.1,6,2.49,62.22
0.2,10,4.15,64.44
0.3,11,4.56,66.67
0.4,6,2.49,68.89
0.5,13,5.39,71.11
0.6,10,4.15,73.33
0.7,10,4.15,75.56
0.8,6,2.49,77.78
0.9,4,1.66,80.0
1.0,5,2.07,82.22
1.1,11,4.56,84.44
1.2,6,2.49,86.67
1.3,4,1.66,88.89
1.4,4,1.66,91.11
1.5,6,2.49,93.33
1.6,2,0.83,95.56
1.7,5,2.07,97.78
1.8,1,0.41,100.0
