0,1,2,3
-99.0,5,1.71,2
-3.1,1,0.34,4
-3.0,1,0.34,6
-2.7,1,0.34,8
-2.6,1,0.34,10
-2.5,1,0.34,12
-2.3,1,0.34,14
-2.2,2,0.68,16
-2.1,1,0.34,18
-2.0,1,0.34,20
-1.8,6,2.05,22
-1.7,4,1.37,24
-1.6,4,1.37,26
-1.5,1,0.34,28
-1.4,7,2.4,30
-1.3,5,1.71,32
-1.2,5,1.71,34
-1.1,5,1.71,36
-1.0,3,1.03,38
-0.9,5,1.71,40
-0.8,10,3.42,42
-0.7,6,2.05,44
-0.6,5,1.71,46
-0.5,7,2.4,48
-0.4,10,3.42,50
-0.3,12,4.11,52
-0.2,13,4.45,54
-0.1,9,3.08,56
0.0,12,4.11,58
0.1,9,3.08,60
0.2,9,3.08,62
0.3,12,4.11,64
0.4,10,3.42,66
0.5,9,3.08,68
0.6,16,5.48,70
0.7,12,4.11,72
0.8,11,3.77,74
0.9,14,4.79,76
1.0,13,4.45,78
1.1,5,1.71,80
1.2,7,2.4,82
1.3,5,1.71,84
1.4,3,1.03,86
1.5,4,1.37,88
1.6,1,0.34,90
1.8,2,0.68,92
1.9,1,0.34,94
2.0,3,1.03,96
2.1,1,0.34,98
2.3,1,0.34,100
