0,1,2,3
-3.0,1,0.34,2.17
-2.8,2,0.69,4.35
-2.7,1,0.34,6.52
-2.4,1,0.34,8.7
-2.3,3,1.03,10.87
-1.9,2,0.69,13.04
-1.8,3,1.03,15.22
-1.7,3,1.03,17.39
-1.6,3,1.03,19.57
-1.5,2,0.69,21.74
-1.4,5,1.72,23.91
-1.3,6,2.06,26.09
-1.2,7,2.41,28.26
-1.1,7,2.41,30.43
-1.0,9,3.09,32.61
-0.9,4,1.37,34.78
-0.8,6,2.06,36.96
-0.7,6,2.06,39.13
-0.6,7,2.41,41.3
-0.5,6,2.06,43.48
-0.4,10,3.44,45.65
-0.3,13,4.47,47.83
-0.2,14,4.81,50.0
-0.1,10,3.44,52.17
0.0,19,6.53,54.35
0.1,9,3.09,56.52
0.2,8,2.75,58.7
0.3,13,4.47,60.87
0.4,17,5.84,63.04
0.5,8,2.75,65.22
0.6,8,2.75,67.39
0.7,9,3.09,69.57
0.8,7,2.41,71.74
0.9,9,3.09,73.91
1.0,8,2.75,76.09
1.1,9,3.09,78.26
1.2,8,2.75,80.43
1.3,3,1.03,82.61
1.4,5,1.72,84.78
1.5,3,1.03,86.96
1.6,6,2.06,89.13
1.7,3,1.03,91.3
1.8,1,0.34,93.48
1.9,3,1.03,95.65
2.0,2,0.69,97.83
2.2,2,0.69,100.0
