0,1,2,3,4,5,6
04/01/2002,06/01/2003,14,-1.7,-12.24,-0.87,-0.96
08/01/2003,02/01/2004,6,-1.58,-5.87,-0.98,-1.11
09/01/2004,04/01/2005,7,-2.09,-10.04,-1.43,-1.3
02/01/2006,12/01/2006,10,-1.72,-6.95,-0.69,-0.57
03/01/2011,07/01/2011,4,-2.02,-3.61,-0.9,-0.78
06/01/2012,04/01/2013,10,-1.58,-10.59,-1.06,-1.03
10/01/2013,08/01/2014,10,-2.24,-15.62,-1.56,-1.44
09/01/2017,10/01/2018,13,-2.49,-18.1,-1.39,-1.28
01/01/2021,03/01/2021,2,-1.31,-2.06,-1.03,-1.03
02/01/2022,06/01/2022,4,-1.36,-1.98,-0.49,-0.21
09/01/2022,02/01/2023,5,-1.56,-6.14,-1.23,-1.34
