0,1,2,3
-99.0,2,0.68,2.08
-2.4,3,1.03,4.17
-2.2,1,0.34,6.25
-2.1,1,0.34,8.33
-2.0,1,0.34,10.42
-1.8,4,1.37,12.5
-1.7,5,1.71,14.58
-1.6,5,1.71,16.67
-1.5,2,0.68,18.75
-1.4,3,1.03,20.83
-1.3,7,2.4,22.92
-1.2,6,2.05,25.0
-1.1,5,1.71,27.08
-1.0,8,2.74,29.17
-0.9,9,3.08,31.25
-0.8,8,2.74,33.33
-0.7,6,2.05,35.42
-0.6,8,2.74,37.5
-0.5,16,5.48,39.58
-0.4,8,2.74,41.67
-0.3,11,3.77,43.75
-0.2,12,4.11,45.83
-0.1,11,3.77,47.92
0.0,9,3.08,50.0
0.1,16,5.48,52.08
0.2,14,4.79,54.17
0.3,8,2.74,56.25
0.4,11,3.77,58.33
0.5,8,2.74,60.42
0.6,11,3.77,62.5
0.7,9,3.08,64.58
0.8,8,2.74,66.67
0.9,11,3.77,68.75
1.0,5,1.71,70.83
1.1,7,2.4,72.92
1.2,5,1.71,75.0
1.3,3,1.03,77.08
1.4,4,1.37,79.17
1.5,2,0.68,81.25
1.6,3,1.03,83.33
1.7,3,1.03,85.42
1.8,2,0.68,87.5
2.0,2,0.68,89.58
2.1,2,0.68,91.67
2.3,3,1.03,93.75
2.4,1,0.34,95.83
2.6,2,0.68,97.92
2.9,1,0.34,100.0
