0,1,2,3
-3.0,1,0.34,2.08
-2.7,1,0.34,4.17
-2.3,1,0.34,6.25
-2.2,4,1.37,8.33
-2.1,2,0.68,10.42
-2.0,2,0.68,12.5
-1.9,2,0.68,14.58
-1.7,4,1.37,16.67
-1.6,2,0.68,18.75
-1.4,3,1.03,20.83
-1.3,5,1.71,22.92
-1.2,7,2.4,25.0
-1.1,5,1.71,27.08
-1.0,10,3.42,29.17
-0.9,9,3.08,31.25
-0.8,7,2.4,33.33
-0.7,10,3.42,35.42
-0.6,12,4.11,37.5
-0.5,7,2.4,39.58
-0.4,8,2.74,41.67
-0.3,14,4.79,43.75
-0.2,6,2.05,45.83
-0.1,12,4.11,47.92
0.0,16,5.48,50.0
0.1,10,3.42,52.08
0.2,13,4.45,54.17
0.3,10,3.42,56.25
0.4,12,4.11,58.33
0.5,11,3.77,60.42
0.6,12,4.11,62.5
0.7,10,3.42,64.58
0.8,5,1.71,66.67
0.9,9,3.08,68.75
1.0,6,2.05,70.83
1.1,6,2.05,72.92
1.2,6,2.05,75.0
1.3,6,2.05,77.08
1.4,6,2.05,79.17
1.5,5,1.71,81.25
1.6,3,1.03,83.33
1.7,2,0.68,85.42
1.8,2,0.68,87.5
1.9,2,0.68,89.58
2.0,1,0.34,91.67
2.1,1,0.34,93.75
2.2,1,0.34,95.83
2.3,1,0.34,97.92
2.7,2,0.68,100.0
