0,1,2,3
-99.0,5,5.81,2.78
-2.1,1,1.16,5.56
-1.9,2,2.33,8.33
-1.8,3,3.49,11.11
-1.7,1,1.16,13.89
-1.6,1,1.16,16.67
-1.5,1,1.16,19.44
-1.2,3,3.49,22.22
-1.1,1,1.16,25.0
-1.0,1,1.16,27.78
-0.9,1,1.16,30.56
-0.8,1,1.16,33.33
-0.7,5,5.81,36.11
-0.6,2,2.33,38.89
-0.5,4,4.65,41.67
-0.4,3,3.49,44.44
-0.3,3,3.49,47.22
-0.2,2,2.33,50.0
-0.1,6,6.98,52.78
0.0,4,4.65,55.56
0.1,2,2.33,58.33
0.2,2,2.33,61.11
0.3,1,1.16,63.89
0.4,2,2.33,66.67
0.5,1,1.16,69.44
0.7,2,2.33,72.22
0.8,3,3.49,75.0
0.9,3,3.49,77.78
1.0,3,3.49,80.56
1.1,3,3.49,83.33
1.2,4,4.65,86.11
1.3,5,5.81,88.89
1.4,1,1.16,91.67
1.5,2,2.33,94.44
1.6,1,1.16,97.22
1.7,1,1.16,100.0
