0,1,2,3
-3.1,1,0.45,2.13
-2.5,1,0.45,4.26
-2.2,1,0.45,6.38
-2.1,1,0.45,8.51
-1.8,3,1.36,10.64
-1.7,3,1.36,12.77
-1.6,3,1.36,14.89
-1.5,3,1.36,17.02
-1.4,5,2.26,19.15
-1.3,5,2.26,21.28
-1.2,4,1.81,23.4
-1.1,4,1.81,25.53
-1.0,5,2.26,27.66
-0.9,1,0.45,29.79
-0.8,6,2.71,31.91
-0.7,7,3.17,34.04
-0.6,13,5.88,36.17
-0.5,9,4.07,38.3
-0.4,9,4.07,40.43
-0.3,4,1.81,42.55
-0.2,9,4.07,44.68
-0.1,11,4.98,46.81
0.0,12,5.43,48.94
0.1,7,3.17,51.06
0.2,6,2.71,53.19
0.3,6,2.71,55.32
0.4,6,2.71,57.45
0.5,11,4.98,59.57
0.6,8,3.62,61.7
0.7,8,3.62,63.83
0.8,4,1.81,65.96
0.9,4,1.81,68.09
1.0,7,3.17,70.21
1.1,6,2.71,72.34
1.2,6,2.71,74.47
1.3,3,1.36,76.6
1.4,1,0.45,78.72
1.5,5,2.26,80.85
1.6,2,0.9,82.98
1.7,2,0.9,85.11
1.8,1,0.45,87.23
1.9,1,0.45,89.36
2.0,3,1.36,91.49
2.2,1,0.45,93.62
2.4,1,0.45,95.74
2.5,1,0.45,97.87
2.6,1,0.45,100.0
