0,1,2,3
-99.0,5,4.59,2.56
-2.3,2,1.83,5.13
-2.2,2,1.83,7.69
-1.8,4,3.67,10.26
-1.7,1,0.92,12.82
-1.6,3,2.75,15.38
-1.5,2,1.83,17.95
-1.4,1,0.92,20.51
-1.3,1,0.92,23.08
-1.1,3,2.75,25.64
-1.0,1,0.92,28.21
-0.9,2,1.83,30.77
-0.8,1,0.92,33.33
-0.7,4,3.67,35.9
-0.6,2,1.83,38.46
-0.5,1,0.92,41.03
-0.4,3,2.75,43.59
-0.3,2,1.83,46.15
-0.2,5,4.59,48.72
-0.1,1,0.92,51.28
0.0,4,3.67,53.85
0.1,4,3.67,56.41
0.2,3,2.75,58.97
0.3,6,5.5,61.54
0.4,6,5.5,64.1
0.5,6,5.5,66.67
0.6,6,5.5,69.23
0.7,3,2.75,71.79
0.8,8,7.34,74.36
0.9,2,1.83,76.92
1.0,1,0.92,79.49
1.1,2,1.83,82.05
1.2,5,4.59,84.62
1.3,1,0.92,87.18
1.4,1,0.92,89.74
1.5,1,0.92,92.31
1.6,2,1.83,94.87
1.8,1,0.92,97.44
1.9,1,0.92,100.0
