0,1,2,3,4,5,6
11/01/2017,02/01/2018,3,-1.9,-5.55,-1.85,-1.82
10/01/2021,01/01/2022,3,-1.52,-2.51,-0.84,-0.64
06/01/2023,08/01/2023,2,-1.65,-2.34,-1.17,-1.17
