0,1,2,3
-99.0,5,7.35,2.94
-1.8,3,4.41,5.88
-1.7,1,1.47,8.82
-1.6,2,2.94,11.76
-1.3,1,1.47,14.71
-1.2,1,1.47,17.65
-1.0,3,4.41,20.59
-0.9,2,2.94,23.53
-0.7,4,5.88,26.47
-0.6,3,4.41,29.41
-0.5,1,1.47,32.35
-0.4,2,2.94,35.29
-0.3,1,1.47,38.24
-0.2,6,8.82,41.18
-0.1,2,2.94,44.12
0.0,4,5.88,47.06
0.1,1,1.47,50.0
0.2,4,5.88,52.94
0.3,2,2.94,55.88
0.4,3,4.41,58.82
0.5,2,2.94,61.76
0.6,1,1.47,64.71
0.8,1,1.47,67.65
1.0,2,2.94,70.59
1.2,1,1.47,73.53
1.3,2,2.94,76.47
1.4,1,1.47,79.41
1.5,1,1.47,82.35
1.6,1,1.47,85.29
1.7,1,1.47,88.24
1.8,1,1.47,91.18
1.9,1,1.47,94.12
2.0,1,1.47,97.06
2.1,1,1.47,100.0
