0,1,2,3
-99.0,11,10.28,2.63
-1.9,1,0.93,5.26
-1.8,2,1.87,7.89
-1.7,2,1.87,10.53
-1.6,2,1.87,13.16
-1.5,3,2.8,15.79
-1.4,2,1.87,18.42
-1.3,2,1.87,21.05
-1.2,2,1.87,23.68
-1.1,5,4.67,26.32
-1.0,1,0.93,28.95
-0.9,3,2.8,31.58
-0.8,3,2.8,34.21
-0.7,1,0.93,36.84
-0.6,1,0.93,39.47
-0.5,2,1.87,42.11
-0.4,1,0.93,44.74
-0.3,3,2.8,47.37
-0.2,3,2.8,50.0
-0.1,5,4.67,52.63
0.0,2,1.87,55.26
0.1,6,5.61,57.89
0.2,2,1.87,60.53
0.3,1,0.93,63.16
0.4,4,3.74,65.79
0.5,6,5.61,68.42
0.6,3,2.8,71.05
0.7,4,3.74,73.68
0.8,1,0.93,76.32
0.9,3,2.8,78.95
1.0,3,2.8,81.58
1.1,3,2.8,84.21
1.2,4,3.74,86.84
1.3,1,0.93,89.47
1.4,2,1.87,92.11
1.5,1,0.93,94.74
1.6,4,3.74,97.37
1.7,2,1.87,100.0
