0,1,2,3
-99.0,5,3.12,2.44
-2.3,1,0.62,4.88
-2.0,1,0.62,7.32
-1.8,2,1.25,9.76
-1.7,3,1.88,12.2
-1.6,4,2.5,14.63
-1.5,4,2.5,17.07
-1.4,3,1.88,19.51
-1.3,2,1.25,21.95
-1.2,4,2.5,24.39
-1.1,2,1.25,26.83
-1.0,6,3.75,29.27
-0.9,4,2.5,31.71
-0.8,3,1.88,34.15
-0.7,6,3.75,36.59
-0.6,1,0.62,39.02
-0.5,6,3.75,41.46
-0.4,8,5.0,43.9
-0.3,4,2.5,46.34
-0.2,6,3.75,48.78
-0.1,5,3.12,51.22
0.0,4,2.5,53.66
0.1,5,3.12,56.1
0.2,2,1.25,58.54
0.3,2,1.25,60.98
0.4,10,6.25,63.41
0.5,3,1.88,65.85
0.6,13,8.12,68.29
0.7,2,1.25,70.73
0.8,6,3.75,73.17
0.9,4,2.5,75.61
1.0,3,1.88,78.05
1.1,3,1.88,80.49
1.2,5,3.12,82.93
1.3,4,2.5,85.37
1.4,5,3.12,87.8
1.5,2,1.25,90.24
1.8,2,1.25,92.68
1.9,3,1.88,95.12
2.0,1,0.62,97.56
2.1,1,0.62,100.0
