0,1,2,3,4,5,6
01/01/2009,02/01/2009,1,-2.01,-2.01,-2.01,-2.01
01/01/2011,02/01/2011,1,-1.53,-1.53,-1.53,-1.53
10/01/2011,11/01/2011,1,-1.91,-1.91,-1.91,-1.91
05/01/2012,10/01/2012,5,-2.01,-5.57,-1.11,-1.38
08/01/2013,04/01/2014,8,-2.52,-7.37,-0.92,-0.7
12/01/2017,01/01/2018,1,-2.39,-2.39,-2.39,-2.39
04/01/2018,06/01/2018,2,-2.78,-3.71,-1.85,-1.85
11/01/2021,03/01/2022,4,-1.54,-2.59,-0.65,-0.45
04/01/2023,08/01/2023,4,-2.04,-5.83,-1.46,-1.8
09/01/2023,12/01/2023,3,-1.82,-3.2,-1.07,-1.37
02/01/2024,03/01/2024,1,-2.51,-2.51,-2.51,-2.51
