0,1,2,3
-99.0,5,1.75,2.17
-2.7,1,0.35,4.35
-2.2,2,0.7,6.52
-2.1,3,1.05,8.7
-2.0,3,1.05,10.87
-1.9,1,0.35,13.04
-1.8,3,1.05,15.22
-1.7,2,0.7,17.39
-1.6,2,0.7,19.57
-1.5,3,1.05,21.74
-1.4,7,2.46,23.91
-1.3,6,2.11,26.09
-1.2,6,2.11,28.26
-1.1,7,2.46,30.43
-1.0,5,1.75,32.61
-0.9,12,4.21,34.78
-0.8,10,3.51,36.96
-0.7,4,1.4,39.13
-0.6,9,3.16,41.3
-0.5,7,2.46,43.48
-0.4,13,4.56,45.65
-0.3,8,2.81,47.83
-0.2,5,1.75,50.0
-0.1,5,1.75,52.17
0.0,9,3.16,54.35
0.1,14,4.91,56.52
0.2,11,3.86,58.7
0.3,13,4.56,60.87
0.4,8,2.81,63.04
0.5,11,3.86,65.22
0.6,21,7.37,67.39
0.7,9,3.16,69.57
0.8,7,2.46,71.74
0.9,8,2.81,73.91
1.0,3,1.05,76.09
1.1,5,1.75,78.26
1.2,4,1.4,80.43
1.3,7,2.46,82.61
1.4,7,2.46,84.78
1.5,2,0.7,86.96
1.6,3,1.05,89.13
1.7,1,0.35,91.3
1.8,5,1.75,93.48
1.9,3,1.05,95.65
2.0,3,1.05,97.83
2.5,2,0.7,100.0
