0,1,2,3,4,5,6
12/01/2000,02/01/2001,2,-1.92,-3.26,-1.63,-1.63
04/01/2001,07/01/2001,3,-2.68,-4.08,-1.36,-1.34
01/01/2003,02/01/2003,1,-1.94,-1.94,-1.94,-1.94
09/01/2004,10/01/2004,1,-2.06,-2.06,-2.06,-2.06
05/01/2005,07/01/2005,2,-3.04,-3.61,-1.81,-1.81
10/01/2005,11/01/2005,1,-1.73,-1.73,-1.73,-1.73
12/01/2005,01/01/2006,1,-2.02,-2.02,-2.02,-2.02
08/01/2007,09/01/2007,1,-2.17,-2.17,-2.17,-2.17
11/01/2009,12/01/2009,1,-1.75,-1.75,-1.75,-1.75
06/01/2010,09/01/2010,3,-2.07,-3.17,-1.06,-0.96
01/01/2011,02/01/2011,1,-2.31,-2.31,-2.31,-2.31
07/01/2011,09/01/2011,2,-1.64,-2.41,-1.21,-1.21
04/01/2012,09/01/2012,5,-2.23,-7.09,-1.42,-1.13
10/01/2016,12/01/2016,2,-1.65,-1.88,-0.94,-0.94
09/01/2019,10/01/2019,1,-1.73,-1.73,-1.73,-1.73
06/01/2023,07/01/2023,1,-1.96,-1.96,-1.96,-1.96
11/01/2023,01/01/2024,2,-1.62,-2.85,-1.43,-1.43
02/01/2024,05/01/2024,3,-2.16,-3.59,-1.2,-1.12
