0,1,2,3
-2.7,1,0.5,2.44
-2.5,2,1.01,4.88
-2.4,2,1.01,7.32
-2.1,1,0.5,9.76
-1.8,2,1.01,12.2
-1.7,1,0.5,14.63
-1.6,3,1.51,17.07
-1.5,2,1.01,19.51
-1.4,2,1.01,21.95
-1.2,4,2.01,24.39
-1.1,5,2.51,26.83
-1.0,5,2.51,29.27
-0.9,10,5.03,31.71
-0.8,5,2.51,34.15
-0.7,9,4.52,36.59
-0.6,5,2.51,39.02
-0.5,8,4.02,41.46
-0.4,5,2.51,43.9
-0.3,7,3.52,46.34
-0.2,7,3.52,48.78
-0.1,6,3.02,51.22
0.0,8,4.02,53.66
0.1,11,5.53,56.1
0.2,14,7.04,58.54
0.3,4,2.01,60.98
0.4,8,4.02,63.41
0.5,7,3.52,65.85
0.6,6,3.02,68.29
0.7,8,4.02,70.73
0.8,4,2.01,73.17
0.9,4,2.01,75.61
1.0,3,1.51,78.05
1.1,7,3.52,80.49
1.2,3,1.51,82.93
1.3,3,1.51,85.37
1.4,3,1.51,87.8
1.7,6,3.02,90.24
1.8,2,1.01,92.68
2.1,1,0.5,95.12
2.3,3,1.51,97.56
2.5,2,1.01,100.0
