0,1,2,3
-99.0,11,3.77,2.08
-2.7,1,0.34,4.17
-2.5,1,0.34,6.25
-2.1,1,0.34,8.33
-2.0,1,0.34,10.42
-1.9,1,0.34,12.5
-1.8,2,0.68,14.58
-1.7,2,0.68,16.67
-1.6,3,1.03,18.75
-1.5,1,0.34,20.83
-1.4,2,0.68,22.92
-1.3,7,2.4,25.0
-1.2,9,3.08,27.08
-1.1,5,1.71,29.17
-1.0,12,4.11,31.25
-0.9,9,3.08,33.33
-0.8,13,4.45,35.42
-0.7,9,3.08,37.5
-0.6,12,4.11,39.58
-0.5,9,3.08,41.67
-0.4,10,3.42,43.75
-0.3,15,5.14,45.83
-0.2,11,3.77,47.92
-0.1,10,3.42,50.0
0.0,8,2.74,52.08
0.1,16,5.48,54.17
0.2,18,6.16,56.25
0.3,8,2.74,58.33
0.4,8,2.74,60.42
0.5,6,2.05,62.5
0.6,4,1.37,64.58
0.7,2,0.68,66.67
0.8,5,1.71,68.75
0.9,3,1.03,70.83
1.0,2,0.68,72.92
1.1,3,1.03,75.0
1.2,3,1.03,77.08
1.3,5,1.71,79.17
1.4,6,2.05,81.25
1.5,12,4.11,83.33
1.6,7,2.4,85.42
1.7,7,2.4,87.5
1.8,1,0.34,89.58
1.9,4,1.37,91.67
2.0,4,1.37,93.75
2.1,1,0.34,95.83
2.2,1,0.34,97.92
2.4,1,0.34,100.0
