0,1,2,3
-99.0,5,1.71,2.13
-2.5,1,0.34,4.26
-2.4,2,0.68,6.38
-2.2,4,1.37,8.51
-2.1,1,0.34,10.64
-2.0,1,0.34,12.77
-1.8,2,0.68,14.89
-1.7,2,0.68,17.02
-1.6,7,2.4,19.15
-1.5,2,0.68,21.28
-1.4,6,2.05,23.4
-1.3,7,2.4,25.53
-1.2,5,1.71,27.66
-1.1,7,2.4,29.79
-1.0,6,2.05,31.91
-0.9,6,2.05,34.04
-0.8,9,3.08,36.17
-0.7,5,1.71,38.3
-0.6,5,1.71,40.43
-0.5,10,3.42,42.55
-0.4,15,5.14,44.68
-0.3,3,1.03,46.81
-0.2,16,5.48,48.94
-0.1,21,7.19,51.06
0.0,10,3.42,53.19
0.1,7,2.4,55.32
0.2,11,3.77,57.45
0.3,7,2.4,59.57
0.4,8,2.74,61.7
0.5,17,5.82,63.83
0.6,11,3.77,65.96
0.7,9,3.08,68.09
0.8,9,3.08,70.21
0.9,7,2.4,72.34
1.0,6,2.05,74.47
1.1,5,1.71,76.6
1.2,3,1.03,78.72
1.3,4,1.37,80.85
1.4,6,2.05,82.98
1.5,3,1.03,85.11
1.6,4,1.37,87.23
1.7,2,0.68,89.36
1.8,6,2.05,91.49
1.9,4,1.37,93.62
2.0,3,1.03,95.74
2.1,1,0.34,97.87
2.5,1,0.34,100.0
