0,1,2,3
-99.0,5,2.62,2.38
-2.5,1,0.52,4.76
-2.2,1,0.52,7.14
-2.0,1,0.52,9.52
-1.9,3,1.57,11.9
-1.8,3,1.57,14.29
-1.7,2,1.05,16.67
-1.6,5,2.62,19.05
-1.5,1,0.52,21.43
-1.4,4,2.09,23.81
-1.3,3,1.57,26.19
-1.2,3,1.57,28.57
-1.1,4,2.09,30.95
-1.0,8,4.19,33.33
-0.9,4,2.09,35.71
-0.8,3,1.57,38.1
-0.7,6,3.14,40.48
-0.6,4,2.09,42.86
-0.5,7,3.66,45.24
-0.4,8,4.19,47.62
-0.3,8,4.19,50.0
-0.2,5,2.62,52.38
-0.1,4,2.09,54.76
0.0,3,1.57,57.14
0.1,3,1.57,59.52
0.2,7,3.66,61.9
0.3,6,3.14,64.29
0.4,6,3.14,66.67
0.5,7,3.66,69.05
0.6,10,5.24,71.43
0.7,5,2.62,73.81
0.8,5,2.62,76.19
0.9,8,4.19,78.57
1.0,7,3.66,80.95
1.1,7,3.66,83.33
1.2,6,3.14,85.71
1.3,6,3.14,88.1
1.4,2,1.05,90.48
1.5,2,1.05,92.86
1.6,2,1.05,95.24
1.7,3,1.57,97.62
1.8,3,1.57,100.0
